room_id,asset_type,power_draw,usage_hours,operating_hours_since_service,error_log_count,failure
114,TV,0.536,13.8,1808,20,1
218,TV,0.362,16.5,2386,12,0
423,AC,0.569,12.1,4077,4,0
221,AC,0.395,16.8,3578,23,1
308,TV,0.141,4.4,197,6,0
220,TV,0.517,2.3,2075,1,0
126,Set-top box,0.072,8.1,780,10,0
223,TV,0.33,8.5,969,6,0
113,Set-top box,0.416,14.7,2385,22,1
129,Set-top box,0.18,4.5,2321,2,0
219,AC,0.927,2.7,265,9,0
222,Set-top box,0.24,4.4,3182,3,1
415,AC,0.359,5.7,3808,11,1
421,Set-top box,0.375,3.1,3061,5,0
412,AC,0.338,3.1,3543,26,1
425,Set-top box,0.087,11.7,1146,47,0
217,AC,0.598,12.7,4412,34,1
415,TV,0.168,16.0,976,10,1
218,AC,0.246,17.8,4644,0,1
204,TV,0.105,17.3,3849,29,1
214,AC,0.64,7.2,1387,25,1
423,TV,0.586,14.7,3555,4,1
414,AC,0.307,13.8,4660,31,1
427,AC,0.373,5.7,3324,19,0
415,Set-top box,0.351,9.6,1682,16,0
424,AC,0.536,6.9,1850,10,0
421,Set-top box,0.243,7.6,554,35,1
411,Set-top box,0.178,16.1,1169,25,1
117,AC,0.613,13.4,1257,7,0
306,AC,0.269,2.2,482,21,0
417,Set-top box,0.254,15.3,2352,24,1
414,Set-top box,0.171,15.1,298,27,1
225,AC,0.254,13.2,1758,11,1
104,AC,0.28,5.9,1913,23,1
322,TV,0.149,10.7,3303,18,1
212,Set-top box,0.176,12.9,3388,15,1
222,TV,0.22,5.3,1842,21,1
205,TV,0.341,12.0,3959,20,1
305,TV,0.135,7.6,2372,3,0
219,Set-top box,0.175,11.3,3357,42,1
205,TV,0.298,1.7,2599,30,1
323,TV,0.37,5.7,3913,2,0
222,TV,0.196,2.6,485,15,0
115,TV,0.323,17.6,397,18,1
324,AC,0.623,11.9,1882,4,0
213,TV,0.285,17.8,555,8,0
101,TV,0.531,4.6,2094,12,0
224,Set-top box,0.284,10.8,2570,20,1
420,AC,0.391,15.1,4459,37,1
104,AC,0.384,16.4,2634,7,0
105,TV,0.483,8.8,2781,0,0
404,Set-top box,0.124,14.6,1248,3,0
421,TV,0.516,16.7,972,16,1
404,TV,0.341,17.9,932,6,0
110,AC,0.53,6.1,4160,39,0
309,Set-top box,0.068,11.2,1797,7,0
329,TV,0.137,4.2,3929,18,1
428,AC,0.284,9.8,1441,22,0
202,Set-top box,0.148,4.3,1204,10,0
127,Set-top box,0.208,8.8,749,18,0
314,AC,0.812,7.8,4492,35,1
406,AC,0.329,10.4,1450,36,1
323,AC,0.673,10.2,1114,8,0
325,Set-top box,0.13,13.1,459,5,0
106,Set-top box,0.244,16.1,1744,21,0
122,Set-top box,0.394,10.2,223,30,1
417,TV,0.12,14.3,2003,17,1
122,TV,0.43,13.3,2340,29,1
224,TV,0.189,9.4,3660,24,1
119,AC,0.673,18.0,3639,11,1
323,Set-top box,0.185,14.6,766,7,0
116,TV,0.301,1.2,908,7,0
311,TV,0.331,11.5,1607,0,0
219,Set-top box,0.45,17.3,1086,37,1
421,Set-top box,0.055,8.6,2672,9,0
418,Set-top box,0.164,18.0,2837,31,0
429,TV,0.205,11.9,2811,17,0
227,AC,0.493,2.3,3352,26,1
418,Set-top box,0.197,11.1,2631,41,1
223,TV,0.262,11.0,1280,26,0
104,TV,0.194,4.0,357,5,1
227,AC,0.267,10.9,2307,38,1
310,Set-top box,0.396,16.1,620,49,1
210,Set-top box,0.314,9.5,2855,29,1
306,TV,0.178,17.6,2606,0,0
427,Set-top box,0.144,3.2,291,30,0
324,Set-top box,0.4,5.5,1688,34,1
207,AC,0.909,16.0,2543,20,0
330,TV,0.399,15.5,570,22,0
322,Set-top box,0.118,4.5,533,43,0
226,Set-top box,0.495,2.6,3340,39,1
304,Set-top box,0.338,13.6,2238,1,1
118,Set-top box,0.41,12.0,3314,10,1
212,AC,0.978,10.0,1424,30,1
421,Set-top box,0.47,11.8,2227,25,1
414,Set-top box,0.093,17.6,1140,11,0
412,AC,0.893,10.0,309,3,0
101,AC,0.33,9.1,2237,4,0
321,Set-top box,0.221,15.7,183,20,1
122,TV,0.509,16.2,3580,0,1
110,TV,0.662,16.5,767,13,0
218,TV,0.437,16.2,863,2,0
420,TV,0.691,17.9,1068,19,0
120,TV,0.421,11.9,2582,2,0
303,TV,0.649,2.5,1713,10,0
418,AC,0.326,6.1,4894,34,1
301,TV,0.226,17.0,3083,19,1
329,TV,0.228,7.5,1094,4,0
319,AC,0.851,8.7,258,3,0
217,Set-top box,0.323,17.3,2372,40,0
122,TV,0.238,6.4,3963,11,1
222,TV,0.345,10.3,344,10,0
314,AC,0.264,14.9,3981,1,1
315,TV,0.11,5.0,2040,12,0
106,TV,0.402,17.1,227,23,1
208,TV,0.434,5.8,1819,6,0
104,TV,0.432,12.9,567,20,0
201,Set-top box,0.45,13.6,1752,28,1
116,TV,0.669,7.7,3207,30,1
123,TV,0.685,10.2,1165,17,1
102,TV,0.404,3.3,1479,28,1
120,TV,0.355,2.8,2252,26,1
313,Set-top box,0.423,8.1,1948,38,1
320,AC,0.439,14.1,4245,35,1
213,Set-top box,0.308,10.7,1171,44,1
328,TV,0.498,7.9,2854,5,1
301,TV,0.176,6.9,333,10,0
215,AC,0.59,5.1,2099,14,0
325,Set-top box,0.274,1.9,3282,27,1
205,Set-top box,0.169,17.4,3367,11,1
118,Set-top box,0.1,10.8,2073,9,0
208,AC,0.456,10.3,2705,16,0
106,AC,0.738,15.4,4838,24,1
324,Set-top box,0.254,6.3,315,28,1
104,TV,0.464,14.4,974,24,1
114,TV,0.438,11.4,722,14,0
402,Set-top box,0.412,14.8,124,16,1
216,AC,0.207,20.6,4250,29,1
126,TV,0.179,4.4,2600,24,1
401,Set-top box,0.346,1.8,153,9,0
225,Set-top box,0.411,16.5,1407,26,1
327,TV,0.556,8.3,2295,6,0
406,Set-top box,0.06,5.6,1996,9,0
413,TV,0.256,12.3,131,12,0
226,TV,0.501,9.0,738,0,0
104,Set-top box,0.309,17.2,3182,43,1
220,AC,0.458,15.8,3619,14,1
316,Set-top box,0.438,13.3,392,20,1
216,TV,0.476,1.2,88,30,1
402,AC,0.876,18.5,4585,14,0
106,AC,0.324,10.3,861,31,1
418,Set-top box,0.087,1.2,3107,18,0
230,AC,0.567,20.3,149,33,0
309,Set-top box,0.396,8.2,2454,39,0
327,TV,0.638,7.6,1150,2,1
412,TV,0.554,13.7,566,26,1
212,AC,0.708,9.4,522,24,0
405,AC,0.4,13.2,1539,10,1
417,TV,0.503,1.8,2051,27,1
113,Set-top box,0.089,15.7,530,49,1
422,Set-top box,0.356,13.7,3485,34,1
127,AC,0.846,19.7,1956,18,0
205,AC,0.258,13.1,476,21,0
115,AC,0.985,21.1,614,29,0
217,Set-top box,0.314,7.5,2451,2,0
311,AC,0.695,13.4,2235,35,1
218,AC,0.491,3.8,1517,29,1
221,TV,0.361,15.9,3344,18,1
312,Set-top box,0.413,14.2,1054,14,0
425,TV,0.593,4.9,1279,2,0
322,Set-top box,0.386,4.6,1252,36,1
226,TV,0.63,6.9,107,29,1
129,Set-top box,0.113,4.3,2998,37,1
424,Set-top box,0.231,13.2,2491,2,0
212,Set-top box,0.349,7.4,284,22,0
107,AC,0.988,3.1,1724,19,0
130,TV,0.182,15.5,1928,13,1
313,Set-top box,0.15,15.0,1028,25,1
118,TV,0.419,1.3,66,20,0
403,TV,0.65,11.6,2342,26,1
310,Set-top box,0.142,8.9,2180,11,0
210,AC,0.527,18.1,2647,17,1
125,AC,0.266,13.4,453,35,1
101,Set-top box,0.438,5.2,829,34,1
402,TV,0.13,7.6,3462,28,1
420,AC,0.576,8.4,634,30,1
226,AC,0.596,14.5,4347,31,1
414,TV,0.457,8.9,2960,10,1
313,AC,0.675,14.3,4359,4,0
326,Set-top box,0.192,10.8,594,30,1
320,Set-top box,0.354,9.7,2413,4,0
214,TV,0.512,13.1,2743,4,1
218,AC,0.959,4.9,1798,20,1
206,TV,0.204,3.7,2065,3,0
404,TV,0.322,2.0,3906,28,1
423,Set-top box,0.069,4.5,3136,49,1
410,TV,0.463,1.5,442,15,1
317,TV,0.135,15.5,1028,6,0
317,AC,0.599,20.6,4274,12,1
401,TV,0.185,3.0,1558,23,1
123,Set-top box,0.488,5.8,562,45,1
111,TV,0.28,2.0,3935,18,0
407,AC,0.932,2.9,1793,2,0
230,AC,0.618,6.9,1546,15,0
123,TV,0.484,6.3,1472,15,0
320,TV,0.456,4.3,1495,26,1
230,Set-top box,0.227,8.1,3172,25,1
303,TV,0.436,4.0,2583,22,1
305,Set-top box,0.106,11.7,902,25,0
216,TV,0.113,3.8,777,26,1
418,Set-top box,0.127,9.0,1655,8,1
319,AC,0.679,9.8,526,28,0
230,Set-top box,0.476,14.3,1647,44,0
401,TV,0.284,2.5,1449,5,0
416,TV,0.598,10.2,3223,10,1
319,Set-top box,0.44,4.9,3419,34,1
325,Set-top box,0.109,15.6,1563,16,0
415,Set-top box,0.478,3.0,1044,31,1
419,TV,0.684,10.5,1950,22,1
309,Set-top box,0.147,8.0,92,43,1
228,TV,0.187,9.4,3706,8,1
310,AC,0.549,16.0,598,4,1
228,AC,0.257,11.8,4854,1,1
419,TV,0.453,13.5,3290,30,1
111,Set-top box,0.376,4.2,1149,24,0
424,Set-top box,0.417,1.5,3439,31,1
401,AC,0.512,15.8,2250,31,1
306,TV,0.636,17.5,3927,21,1
213,AC,0.598,3.7,4545,29,1
105,AC,0.704,18.0,1347,19,1
306,Set-top box,0.079,10.7,1020,49,1
314,Set-top box,0.169,11.0,2348,50,1
324,TV,0.371,16.0,1508,16,1
327,Set-top box,0.34,3.5,426,38,1
308,Set-top box,0.06,10.6,309,46,1
310,TV,0.145,11.2,1759,2,0
412,TV,0.618,14.8,1309,1,1
422,AC,0.488,11.8,1827,12,0
302,AC,0.572,10.3,4446,28,1
327,AC,0.854,20.9,4691,13,0
426,AC,0.913,11.8,182,6,0
430,AC,0.905,14.3,792,28,1
429,Set-top box,0.205,9.4,1574,37,1
130,AC,0.702,17.7,2899,26,1
330,AC,0.236,3.0,2832,15,0
111,TV,0.525,14.7,3796,1,1
405,AC,0.451,17.8,3721,31,1
113,Set-top box,0.087,1.5,3167,14,1
220,TV,0.671,10.8,468,4,0
417,Set-top box,0.489,7.2,3133,27,1
108,AC,0.799,11.0,4424,15,1
119,AC,0.757,3.2,1355,6,0
223,AC,0.442,9.3,4567,18,0
325,AC,0.372,18.6,4854,15,1
216,Set-top box,0.184,9.7,3476,26,1
107,Set-top box,0.092,12.4,2132,23,1
124,AC,0.352,5.7,2898,20,0
125,Set-top box,0.09,7.5,2827,39,0
227,AC,0.305,10.4,1028,3,0
210,Set-top box,0.457,4.5,892,19,1
118,Set-top box,0.198,16.2,2596,17,0
323,TV,0.318,16.4,3968,15,1
210,AC,0.941,4.0,634,23,1
217,Set-top box,0.229,4.3,3129,25,1
125,TV,0.255,9.2,3039,4,0
415,Set-top box,0.252,14.0,158,0,0
208,TV,0.11,12.8,2697,29,1
111,AC,0.919,10.9,505,29,1
127,TV,0.304,9.2,3629,16,1
322,Set-top box,0.117,14.3,771,6,1
209,TV,0.38,12.8,3539,18,1
105,Set-top box,0.163,13.8,3193,42,1
225,AC,0.462,12.1,2311,29,1
329,TV,0.442,5.9,2429,22,0
102,Set-top box,0.442,15.6,961,12,0
103,Set-top box,0.4,3.8,1324,6,0
124,TV,0.332,9.9,2087,24,1
311,AC,0.628,4.5,835,27,1
324,AC,0.908,17.6,3724,9,0
223,TV,0.23,1.5,3022,26,1
225,TV,0.257,6.4,1653,25,1
226,TV,0.382,17.9,72,9,0
210,Set-top box,0.133,10.7,1661,44,0
211,AC,0.934,8.5,3853,31,1
414,AC,0.507,7.3,3987,34,0
329,TV,0.144,7.6,1849,15,0
114,TV,0.625,11.9,2823,4,1
406,AC,0.566,10.7,2049,14,0
313,TV,0.226,9.0,188,11,0
311,AC,0.337,21.3,3189,13,1
420,TV,0.637,8.7,1161,22,1
202,TV,0.171,3.2,2893,4,0
203,AC,0.599,2.5,1517,24,0
415,TV,0.625,6.0,1058,12,0
120,TV,0.424,5.8,3782,16,1
222,TV,0.386,13.9,3211,25,0
114,AC,0.741,11.8,4780,40,1
218,TV,0.447,3.5,2770,26,0
317,Set-top box,0.216,14.5,598,3,1
228,AC,0.266,15.7,880,25,0
415,TV,0.127,1.2,2978,29,1
211,AC,0.373,2.7,4410,13,1
418,Set-top box,0.065,3.3,118,15,0
426,TV,0.416,8.9,3424,10,1
117,AC,0.249,9.7,4330,26,0
324,TV,0.699,16.8,2004,21,1
429,TV,0.658,5.5,1973,17,1
404,TV,0.65,1.3,1910,22,1
224,TV,0.622,15.2,148,22,1
412,AC,0.237,19.5,1505,9,0
419,Set-top box,0.47,17.9,1803,38,0
113,TV,0.422,7.2,857,14,1
104,TV,0.37,8.5,3573,18,0
402,TV,0.533,15.7,1052,2,0
306,Set-top box,0.072,2.4,1362,40,1
207,AC,0.915,14.6,4418,38,1
428,TV,0.286,15.4,116,4,0
103,Set-top box,0.239,9.3,1825,23,0
114,AC,0.677,5.4,2447,18,0
411,TV,0.658,9.9,398,10,1
409,TV,0.212,6.9,3643,3,1
416,AC,0.31,3.2,1411,6,0
322,TV,0.603,13.8,3382,24,1
101,TV,0.197,17.2,3828,16,0
104,AC,0.972,7.4,4458,30,1
220,TV,0.164,2.9,117,28,1
111,Set-top box,0.485,11.9,2059,29,1
308,Set-top box,0.186,5.5,3329,13,1
203,Set-top box,0.179,3.7,2863,38,1
202,Set-top box,0.215,1.2,2811,31,1
306,Set-top box,0.278,2.4,859,16,0
423,TV,0.104,7.6,1878,10,0
227,AC,0.736,3.3,4158,9,0
103,TV,0.516,13.0,313,13,1
221,AC,0.82,4.0,2799,28,1
210,Set-top box,0.326,14.8,767,26,1
109,AC,0.814,4.6,4169,3,0
103,AC,0.38,6.0,250,2,0
303,Set-top box,0.207,12.9,2319,14,0
111,TV,0.446,10.8,3214,21,1
223,AC,0.993,2.3,2097,3,1
311,Set-top box,0.125,2.1,427,39,1
305,Set-top box,0.337,4.0,1641,16,0
318,Set-top box,0.399,8.3,2359,35,0
425,TV,0.555,9.6,903,27,1
124,TV,0.468,6.5,2675,10,1
113,AC,0.605,20.4,3476,34,1
328,TV,0.617,17.6,1833,1,0
117,Set-top box,0.201,5.7,1381,17,0
302,AC,0.413,20.0,2736,27,1
308,TV,0.332,2.8,3871,27,1
230,TV,0.553,17.9,1081,24,1
126,TV,0.294,1.4,1908,18,0
329,TV,0.21,2.8,2250,8,0
310,TV,0.216,13.4,1580,12,0
210,TV,0.665,8.1,1846,14,0
121,AC,0.587,9.2,1842,31,1
230,TV,0.167,13.9,796,15,1
112,Set-top box,0.402,7.1,1060,46,1
105,AC,0.599,10.8,472,13,0
103,AC,0.318,15.8,923,27,1
421,AC,0.863,9.4,1108,33,0
228,AC,0.509,18.4,335,16,0
401,TV,0.49,10.9,1065,25,0
110,Set-top box,0.223,8.6,1143,21,0
411,AC,0.726,21.5,4674,7,1
323,AC,0.821,6.6,3766,7,1
123,TV,0.631,6.3,1063,23,1
129,TV,0.22,7.7,2693,15,1
327,AC,0.26,2.4,427,27,1
101,TV,0.605,9.6,864,4,0
401,TV,0.665,14.9,1282,24,1
403,AC,0.225,12.2,4786,40,1
414,AC,0.569,3.2,4146,29,1
328,TV,0.488,14.6,2187,14,1
423,TV,0.103,14.6,3462,6,1
208,TV,0.572,12.0,367,17,1
222,TV,0.215,10.9,2626,30,1
315,Set-top box,0.142,8.0,3075,4,1
422,TV,0.202,9.6,1296,4,0
108,Set-top box,0.273,9.5,3315,33,1
124,Set-top box,0.297,9.6,2743,10,0
220,Set-top box,0.323,9.8,497,43,1
121,TV,0.601,5.5,2279,18,1
119,TV,0.127,3.8,625,26,1
309,Set-top box,0.438,14.3,2123,28,1
308,Set-top box,0.469,4.0,511,5,0
421,Set-top box,0.385,6.1,2992,25,1
215,Set-top box,0.286,17.2,3289,1,1
307,Set-top box,0.24,14.9,94,19,1
227,Set-top box,0.116,16.0,1284,19,1
320,AC,0.615,18.2,176,23,0
405,Set-top box,0.382,7.6,1695,18,0
412,TV,0.348,16.9,3352,16,1
409,Set-top box,0.278,4.5,1974,28,0
103,TV,0.552,15.5,3955,26,1
312,AC,0.366,14.0,3060,19,1
328,AC,0.212,21.1,2150,5,0
427,TV,0.664,5.9,2296,10,1
219,TV,0.277,13.7,2080,13,0
219,AC,0.22,16.7,3766,40,1
309,TV,0.445,5.3,2304,21,0
424,Set-top box,0.151,16.4,2144,42,0
417,TV,0.166,14.2,1311,10,1
328,Set-top box,0.2,14.0,488,2,0
401,Set-top box,0.258,15.4,848,7,0
209,AC,0.355,13.5,4218,16,1
406,TV,0.525,14.0,3904,22,1
204,AC,0.843,15.2,1491,2,0
209,AC,0.507,17.9,879,21,0
329,AC,0.479,20.8,1807,27,1
101,Set-top box,0.493,2.7,1699,46,1
107,Set-top box,0.189,7.4,3292,21,0
411,TV,0.7,3.1,537,12,0
116,TV,0.234,11.0,768,12,0
115,AC,0.933,8.4,688,36,1
123,AC,0.719,5.5,2381,22,1
212,AC,0.713,13.8,3398,2,0
109,AC,0.432,8.0,1340,40,1
403,TV,0.361,6.1,1403,24,1
104,TV,0.669,4.5,914,8,0
128,Set-top box,0.409,5.9,194,44,0
419,TV,0.491,4.9,188,27,1
402,AC,0.846,18.6,1687,24,1
304,TV,0.524,16.0,777,16,1
126,Set-top box,0.175,11.7,3409,13,1
209,Set-top box,0.449,4.6,383,50,1
409,AC,0.83,3.6,2086,34,1
109,Set-top box,0.394,5.8,2602,43,1
111,Set-top box,0.142,12.0,1892,23,1
101,TV,0.486,3.4,621,7,0
423,TV,0.297,13.9,3689,15,1
406,TV,0.493,5.5,3205,2,0
321,AC,0.23,18.8,1771,25,1
308,AC,0.644,13.9,2623,6,0
214,Set-top box,0.323,17.4,2812,48,1
406,TV,0.672,9.2,1629,3,0
228,Set-top box,0.245,3.0,834,36,1
303,Set-top box,0.309,16.3,1635,47,1
230,TV,0.27,12.0,1132,27,1
310,AC,0.608,2.2,4347,17,1
223,AC,0.395,19.9,2662,34,1
304,AC,0.318,15.6,585,17,0
301,AC,0.754,18.4,3592,1,1
208,TV,0.588,15.1,1516,12,1
110,AC,0.965,11.2,4417,21,1
228,AC,0.735,18.6,2038,6,0
129,AC,0.969,15.7,386,6,0
405,AC,0.338,4.8,4082,24,1
228,AC,0.472,15.1,3537,9,1
405,Set-top box,0.099,6.6,2328,34,1
122,TV,0.17,9.7,1105,28,1
324,Set-top box,0.153,1.7,1835,8,0
106,Set-top box,0.335,1.5,3106,33,1
201,Set-top box,0.227,9.3,2520,38,1
429,Set-top box,0.149,1.3,1198,12,0
217,Set-top box,0.488,12.9,448,21,1
115,Set-top box,0.079,16.3,1866,8,1
415,Set-top box,0.304,13.6,2692,14,1
230,AC,0.258,11.6,3670,5,0
216,Set-top box,0.207,2.8,2094,42,1
104,TV,0.364,4.1,260,8,0
411,Set-top box,0.206,16.1,2085,16,0
203,AC,0.87,16.5,2331,37,1
108,Set-top box,0.495,10.2,1087,2,0
309,TV,0.544,12.6,3276,10,1
415,TV,0.201,7.1,216,4,0
102,Set-top box,0.455,4.2,231,45,1
412,Set-top box,0.087,13.3,1062,1,0
418,TV,0.332,7.4,2675,8,0
119,AC,0.823,14.2,1120,30,0
311,Set-top box,0.462,2.6,2898,35,1
216,TV,0.126,5.2,392,8,0
409,Set-top box,0.476,11.0,3162,33,0
203,Set-top box,0.285,7.2,655,15,0
429,AC,0.999,20.4,961,14,1
201,TV,0.682,13.8,2399,21,1
211,AC,0.435,12.7,3251,10,1
102,TV,0.247,5.8,1844,26,1
130,Set-top box,0.361,10.0,1264,27,0
318,TV,0.538,12.5,3548,14,1
317,AC,0.876,10.6,902,19,0
114,Set-top box,0.428,8.2,2287,43,1
222,TV,0.165,8.6,595,20,0
128,TV,0.399,13.4,2966,16,1
112,AC,0.337,12.0,3604,21,1
404,TV,0.474,5.0,608,0,0
101,AC,0.992,14.8,4612,14,1
330,AC,0.423,6.2,1128,33,1
320,AC,0.258,15.0,1477,4,0
316,Set-top box,0.376,5.7,664,25,1
116,Set-top box,0.262,16.2,1135,5,0
411,TV,0.114,17.2,3533,2,1
305,TV,0.273,3.7,2291,30,1
223,Set-top box,0.374,14.1,1115,10,0
220,AC,0.353,20.0,3071,34,0
220,AC,0.451,14.2,3272,19,0
217,AC,0.467,18.0,2064,24,1
408,AC,0.827,3.0,4243,36,0
305,Set-top box,0.378,14.3,1538,29,1
413,TV,0.618,16.3,78,5,0
223,TV,0.584,10.4,3951,23,0
222,Set-top box,0.425,10.7,1990,32,1
422,Set-top box,0.183,3.2,3102,14,0
305,AC,0.365,15.8,2429,0,0
229,Set-top box,0.396,7.2,2985,32,1
415,AC,0.845,3.6,1639,28,0
412,TV,0.166,2.5,3288,20,1
411,Set-top box,0.457,8.9,3284,22,1
226,AC,0.792,16.7,910,27,1
230,AC,0.793,9.3,319,25,1
103,AC,0.704,5.9,3195,31,1
202,TV,0.223,16.3,806,21,1
407,TV,0.289,8.2,780,5,0
317,Set-top box,0.499,1.5,487,21,1
428,AC,0.25,3.4,3606,31,1
107,AC,0.384,13.2,2951,4,0
321,Set-top box,0.09,5.2,1124,31,1
408,TV,0.644,15.2,2850,22,1
204,AC,0.23,5.2,1167,1,0
205,TV,0.157,6.6,1214,21,0
308,Set-top box,0.437,4.5,2998,24,1
423,Set-top box,0.058,6.7,3443,40,1
203,Set-top box,0.152,13.6,426,45,1
422,AC,0.311,21.2,4102,4,1
109,Set-top box,0.122,6.6,2416,46,1
302,Set-top box,0.172,17.8,1612,16,1
215,Set-top box,0.384,7.1,3239,37,1
119,AC,0.76,3.9,2086,30,1
101,AC,0.671,18.2,103,10,0
211,TV,0.508,2.1,3977,28,1
112,Set-top box,0.358,3.9,1151,19,1
316,TV,0.208,15.9,3322,4,1
208,Set-top box,0.136,12.5,2888,43,1
102,AC,0.535,13.7,4332,20,0
205,TV,0.294,1.5,1935,26,1
102,AC,0.889,13.0,464,34,1
321,Set-top box,0.187,2.6,1594,47,1
201,TV,0.391,17.5,3202,27,1
223,TV,0.59,3.4,1012,22,1
322,AC,0.397,20.0,3888,33,0
427,Set-top box,0.338,11.5,3130,48,1
110,Set-top box,0.133,3.4,1375,15,1
313,TV,0.462,17.3,3766,6,1
103,TV,0.483,14.0,2185,15,1
411,AC,0.593,20.8,1265,0,0
109,Set-top box,0.319,15.3,2804,30,1
226,AC,0.899,10.4,125,18,1
325,Set-top box,0.056,14.4,1322,20,0
110,AC,0.898,16.7,560,8,0
114,AC,0.306,4.9,2688,15,0
215,AC,0.568,8.0,927,0,0
227,Set-top box,0.185,11.1,2907,33,1
230,Set-top box,0.49,13.5,3426,9,0
329,Set-top box,0.324,12.2,326,22,0
109,TV,0.281,5.2,3356,21,1
316,AC,0.76,5.3,4311,35,0
120,AC,0.357,16.5,1635,18,0
303,Set-top box,0.292,3.2,3262,32,1
407,Set-top box,0.191,9.3,385,8,0
412,Set-top box,0.243,6.2,1431,43,1
430,AC,0.422,9.4,553,15,0
420,AC,0.877,8.2,2567,31,1
317,TV,0.274,10.8,3387,16,1
222,TV,0.446,16.8,3226,21,1
305,Set-top box,0.114,2.8,2721,28,1
307,AC,0.724,21.4,2111,18,1
104,AC,0.752,14.9,4070,28,1
214,Set-top box,0.387,5.2,3076,42,0
109,TV,0.147,4.3,3967,17,1
127,Set-top box,0.191,14.9,2970,48,1
319,AC,0.822,10.0,1270,15,0
409,TV,0.678,1.6,2791,17,1
111,AC,0.447,2.4,2134,0,0
422,AC,0.349,13.2,1142,20,1
206,TV,0.7,7.1,1118,11,0
412,AC,0.705,8.5,4674,1,1
129,Set-top box,0.225,14.5,2685,19,1
311,Set-top box,0.299,7.3,782,9,0
421,TV,0.174,11.5,264,10,0
328,TV,0.423,4.6,3206,23,1
206,Set-top box,0.475,8.5,3204,0,1
422,Set-top box,0.097,16.7,2454,44,1
204,Set-top box,0.287,14.1,1908,43,1
428,AC,0.649,19.6,3466,7,1
313,TV,0.649,10.6,2916,5,1
229,Set-top box,0.455,9.4,1052,48,1
121,AC,0.37,2.7,2184,34,0
403,AC,0.74,2.6,2828,36,0
403,AC,0.418,7.7,3786,18,1
312,AC,0.569,18.0,3285,35,1
119,TV,0.46,16.0,2114,28,1
107,AC,0.536,8.8,3081,19,0
322,Set-top box,0.375,8.6,3011,21,1
110,Set-top box,0.149,3.3,677,29,0
104,AC,0.735,8.7,4099,20,1
220,AC,0.504,16.0,1178,37,1
316,TV,0.423,2.4,2200,17,1
213,AC,0.336,20.9,782,6,0
328,Set-top box,0.293,6.6,267,28,0
118,AC,0.341,14.7,88,28,1
120,Set-top box,0.449,17.4,3037,41,1
410,TV,0.33,8.3,2866,12,1
427,TV,0.322,5.2,2669,16,1
315,AC,0.664,21.3,2088,8,0
321,Set-top box,0.262,9.8,406,42,1
118,AC,0.824,4.6,3602,40,1
428,TV,0.42,15.5,1275,10,1
307,AC,0.375,7.0,2874,15,0
322,AC,0.774,6.3,4674,37,0
423,AC,0.758,21.7,1687,16,1
311,AC,0.377,11.2,1406,11,0
428,AC,0.641,6.4,1857,38,1
102,AC,0.966,21.9,4602,31,1
402,AC,0.775,21.3,2935,13,0
116,TV,0.575,17.3,2709,10,1
430,AC,0.226,3.6,1082,19,1
114,TV,0.321,6.1,1617,24,0
110,TV,0.154,10.8,2241,23,1
127,AC,0.702,19.8,4448,21,1
118,TV,0.517,11.7,1283,13,0
329,TV,0.231,11.8,3443,0,1
403,Set-top box,0.069,5.7,1822,19,0
328,Set-top box,0.211,17.4,93,10,0
430,Set-top box,0.226,11.6,2834,28,1
124,AC,0.588,10.8,2464,34,1
107,Set-top box,0.364,7.7,2487,45,0
314,TV,0.452,12.9,3100,7,0
408,TV,0.329,2.5,2012,14,0
120,AC,0.981,8.3,4573,3,1
313,TV,0.377,13.0,200,2,1
326,AC,0.471,4.9,1662,4,0
221,TV,0.23,15.0,555,1,0
121,TV,0.463,9.5,619,14,1
219,TV,0.607,16.5,901,12,1
201,Set-top box,0.173,4.0,1942,45,1
122,TV,0.39,5.1,1441,30,1
420,TV,0.271,11.0,3704,26,1
220,AC,0.42,17.1,3329,5,0
103,AC,0.914,10.5,4538,28,0
217,TV,0.402,1.2,3460,13,0
407,TV,0.681,3.2,2488,30,1
215,AC,0.499,9.3,1542,34,1
310,Set-top box,0.27,6.8,2167,39,1
122,Set-top box,0.426,15.2,1508,9,0
114,TV,0.575,5.2,2690,2,1
324,Set-top box,0.151,13.3,1500,6,0
117,TV,0.287,15.3,3565,22,1
127,TV,0.126,15.4,3621,2,1
212,AC,0.952,21.4,3106,24,1
410,TV,0.583,5.3,3614,29,1
210,Set-top box,0.108,8.1,3093,4,0
315,AC,0.797,15.8,4773,11,1
222,AC,0.217,4.8,2021,10,0
220,Set-top box,0.162,2.9,521,3,0
204,AC,0.909,9.9,1201,15,1
101,Set-top box,0.471,10.7,1986,15,0
413,AC,0.55,6.5,4392,10,0
116,Set-top box,0.253,14.6,186,18,1
401,TV,0.458,6.5,3900,11,1
321,Set-top box,0.081,4.7,3382,11,0
408,AC,0.984,11.2,2179,18,0
428,AC,0.208,7.7,4885,5,0
425,AC,0.281,5.4,1836,6,0
308,TV,0.274,1.4,2977,22,1
127,Set-top box,0.297,5.6,2935,18,0
409,AC,0.569,10.0,2861,33,1
125,AC,0.268,12.0,1118,8,0
113,Set-top box,0.174,10.1,738,49,1
407,AC,0.921,2.4,4509,11,1
326,AC,0.54,4.9,958,10,1
413,TV,0.428,12.5,2984,17,1
305,AC,0.752,3.4,987,7,0
